Year,Age,Immunization,Immunization_Count
2009,16,Pertussis,8884
2009,16,Polio,1895
2009,16,Human Papilloma Virus,14401
2009,16,Varicella,7222
2009,16,Measles,1914
2009,16,Mumps,1909
2009,16,Rubella,1912
2009,16,Influenza,19640
2009,16,Rotavirus,0
2009,16,Hib,155
2009,16,Pneumococcal,166
2009,16,Hepatitis A,7778
2009,16,Meningococcal,10851
2009,17,Hepatitis B,3243
2009,17,Diphtheria,9415
2009,17,Tetanus,9415
2009,17,Pertussis,7980
2009,17,Polio,2137
2009,17,Human Papilloma Virus,12550
2009,17,Varicella,5828
2009,17,Measles,2081
2009,17,Mumps,2076
2009,17,Rubella,2077
2009,17,Influenza,16475
2009,17,Rotavirus,0
2009,17,Hib,144
2009,17,Pneumococcal,140
2009,17,Hepatitis A,6496
2009,17,Meningococcal,9309
2009,18,Hepatitis B,3145
2009,18,Diphtheria,5467
2009,18,Tetanus,5467
2009,18,Pertussis,4695
2009,18,Polio,2154
2009,18,Human Papilloma Virus,6644
2009,18,Varicella,3139
2009,18,Measles,2232
2009,18,Mumps,2230
2009,18,Rubella,2232
2009,18,Influenza,7728
2009,18,Rotavirus,0
2009,18,Hib,77
2009,18,Pneumococcal,92
2009,18,Hepatitis A,3562
2009,18,Meningococcal,4867
2009,19,Hepatitis B,205
2009,19,Diphtheria,660
2009,19,Tetanus,660
2009,19,Pertussis,600
2009,19,Polio,98
2009,19,Human Papilloma Virus,1174
2009,19,Varicella,280
2009,19,Measles,75
2009,19,Mumps,72
2009,19,Rubella,72
2009,19,Influenza,1982
2009,19,Rotavirus,0
2009,19,Hib,52
2009,19,Pneumococcal,68
2009,19,Hepatitis A,310
2009,19,Meningococcal,548
2009,20,Hepatitis B,972
2009,20,Diphtheria,1800
2009,20,Tetanus,1800
2009,20,Pertussis,1737
2009,20,Polio,1126
2009,20,Human Papilloma Virus,833
2009,20,Varicella,732
2009,20,Measles,543
2009,20,Mumps,541
2009,20,Rubella,547
2009,20,Influenza,2438
2009,20,Rotavirus,0
2009,20,Hib,1108
2009,20,Pneumococcal,1008
2009,20,Hepatitis A,699
2009,20,Meningococcal,415
2009,Unknown,Hepatitis B,243
2009,Unknown,Diphtheria,388
2009,Unknown,Tetanus,388
2009,Unknown,Pertussis,385
2009,Unknown,Polio,339
2009,Unknown,Human Papilloma Virus,28
2009,Unknown,Varicella,100
2009,Unknown,Measles,60
2009,Unknown,Mumps,59
2009,Unknown,Rubella,61
2009,Unknown,Influenza,210
2009,Unknown,Rotavirus,0
2009,Unknown,Hib,334
2009,Unknown,Pneumococcal,319
2009,Unknown,Hepatitis A,102
2009,Unknown,Meningococcal,20
2009,0,Hepatitis B,127548
2009,0,Diphtheria,148943
2009,0,Tetanus,148943
2009,0,Pertussis,148826
2009,0,Polio,147169
2009,0,Human Papilloma Virus,0
2009,0,Varicella,0
2009,0,Measles,0
2009,0,Mumps,0
2009,0,Rubella,0
2009,0,Influenza,16552
2009,0,Rotavirus,127076
2009,0,Hib,145829
2009,0,Pneumococcal,144453
2009,0,Hepatitis A,0
2009,0,Meningococcal,0
2009,1,Hepatitis B,11612
2009,1,Diphtheria,32223
2009,1,Tetanus,32223
2009,1,Pertussis,32159
2009,1,Polio,18082
2009,1,Human Papilloma Virus,0
2009,1,Varicella,24631
2009,1,Measles,24804
2009,1,Mumps,24792
2009,1,Rubella,24809
2009,1,Influenza,32340
2009,1,Rotavirus,0
2009,1,Hib,31688
2009,1,Pneumococcal,32272
2009,1,Hepatitis A,28771
2009,1,Meningococcal,0
2009,2,Hepatitis B,1499
2009,2,Diphtheria,6207
2009,2,Tetanus,6207
2009,2,Pertussis,6184
2009,2,Polio,2711
2009,2,Human Papilloma Virus,0
2009,2,Varicella,2102
2009,2,Measles,1835
2009,2,Mumps,1834
2009,2,Rubella,1843
2009,2,Influenza,19614
2009,2,Rotavirus,0
2009,2,Hib,8909
2009,2,Pneumococcal,4247
2009,2,Hepatitis A,14961
2009,2,Meningococcal,258
2009,3,Hepatitis B,861
2009,3,Diphtheria,2057
2009,3,Tetanus,2057
2009,3,Pertussis,2044
2009,3,Polio,1204
2009,3,Human Papilloma Virus,0
2009,3,Varicella,1513
2009,3,Measles,1116
2009,3,Mumps,1116
2009,3,Rubella,1119
2009,3,Influenza,14289
2009,3,Rotavirus,0
2009,3,Hib,2961
2009,3,Pneumococcal,1945
2009,3,Hepatitis A,4542
2009,3,Meningococcal,108
2009,4,Hepatitis B,795
2009,4,Diphtheria,16801
2009,4,Tetanus,16801
2009,4,Pertussis,16788
2009,4,Polio,16385
2009,4,Human Papilloma Virus,0
2009,4,Varicella,14777
2009,4,Measles,15907
2009,4,Mumps,15891
2009,4,Rubella,15896
2009,4,Influenza,12596
2009,4,Rotavirus,0
2009,4,Hib,1200
2009,4,Pneumococcal,1345
2009,4,Hepatitis A,2672
2009,4,Meningococcal,118
2009,5,Hepatitis B,474
2009,5,Diphtheria,4026
2009,5,Tetanus,4026
2009,5,Pertussis,4019
2009,5,Polio,3597
2009,5,Human Papilloma Virus,0
2009,5,Varicella,3636
2009,5,Measles,3511
2009,5,Mumps,3509
2009,5,Rubella,3512
2009,5,Influenza,9198
2009,5,Rotavirus,0
2009,5,Hib,218
2009,5,Pneumococcal,164
2009,5,Hepatitis A,1764
2009,5,Meningococcal,93
2009,6,Hepatitis B,247
2009,6,Diphtheria,706
2009,6,Tetanus,706
2009,6,Pertussis,697
2009,6,Polio,562
2009,6,Human Papilloma Virus,0
2009,6,Varicella,961
2009,6,Measles,471
2009,6,Mumps,468
2009,6,Rubella,469
2009,6,Influenza,8005
2009,6,Rotavirus,0
2009,6,Hib,44
2009,6,Pneumococcal,48
2009,6,Hepatitis A,873
2009,6,Meningococcal,72
2009,7,Hepatitis B,187
2009,7,Diphtheria,346
2009,7,Tetanus,346
2009,7,Pertussis,252
2009,7,Polio,292
2009,7,Human Papilloma Virus,0
2009,7,Varicella,862
2009,7,Measles,247
2009,7,Mumps,246
2009,7,Rubella,246
2009,7,Influenza,6508
2009,7,Rotavirus,0
2009,7,Hib,23
2009,7,Pneumococcal,18
2009,7,Hepatitis A,597
2009,7,Meningococcal,49
2009,8,Hepatitis B,148
2009,8,Diphtheria,283
2009,8,Tetanus,283
2009,8,Pertussis,178
2009,8,Polio,205
2009,8,Human Papilloma Virus,0
2009,8,Varicella,1391
2009,8,Measles,164
2009,8,Mumps,164
2009,8,Rubella,164
2009,8,Influenza,5955
2009,8,Rotavirus,0
2009,8,Hib,
2009,8,Pneumococcal,16
2009,8,Hepatitis A,538
2009,8,Meningococcal,68
2009,9,Hepatitis B,141
2009,9,Diphtheria,295
2009,9,Tetanus,295
2009,9,Pertussis,174
2009,9,Polio,176
2009,9,Human Papilloma Virus,576
2009,9,Varicella,1471
2009,9,Measles,143
2009,9,Mumps,143
2009,9,Rubella,143
2009,9,Influenza,5195
2009,9,Rotavirus,0
2009,9,Hib,18
2009,9,Pneumococcal,14
2009,9,Hepatitis A,494
2009,9,Meningococcal,86
2009,10,Hepatitis B,151
2009,10,Diphtheria,736
2009,10,Tetanus,736
2009,10,Pertussis,616
2009,10,Polio,155
2009,10,Human Papilloma Virus,710
2009,10,Varicella,1424
2009,10,Measles,157
2009,10,Mumps,156
2009,10,Rubella,156
2009,10,Influenza,4036
2009,10,Rotavirus,0
2009,10,Hib,
2009,10,Pneumococcal,15
2009,10,Hepatitis A,486
2009,10,Meningococcal,238
2009,11,Hepatitis B,181
2009,11,Diphtheria,4495
2009,11,Tetanus,4495
2009,11,Pertussis,4306
2009,11,Polio,176
2009,11,Human Papilloma Virus,2698
2009,11,Varicella,1823
2009,11,Measles,181
2009,11,Mumps,181
2009,11,Rubella,183
2009,11,Influenza,4112
2009,11,Rotavirus,0
2009,11,Hib,12
2009,11,Pneumococcal,37
2009,11,Hepatitis A,618
2009,11,Meningococcal,4547
2009,12,Hepatitis B,178
2009,12,Diphtheria,2695
2009,12,Tetanus,2695
2009,12,Pertussis,2545
2009,12,Polio,163
2009,12,Human Papilloma Virus,2483
2009,12,Varicella,1529
2009,12,Measles,184
2009,12,Mumps,183
2009,12,Rubella,184
2009,12,Influenza,3631
2009,12,Rotavirus,0
2009,12,Hib,20
2009,12,Pneumococcal,31
2009,12,Hepatitis A,686
2009,12,Meningococcal,2746
2009,13,Hepatitis B,198
2009,13,Diphtheria,1762
2009,13,Tetanus,1762
2009,13,Pertussis,1617
2009,13,Polio,157
2009,13,Human Papilloma Virus,2049
2009,13,Varicella,1285
2009,13,Measles,177
2009,13,Mumps,177
2009,13,Rubella,177
2009,13,Influenza,3582
2009,13,Rotavirus,0
2009,13,Hib,11
2009,13,Pneumococcal,21
2009,13,Hepatitis A,772
2009,13,Meningococcal,1839
2009,14,Hepatitis B,253
2009,14,Diphtheria,1558
2009,14,Tetanus,1558
2009,14,Pertussis,1434
2009,14,Polio,188
2009,14,Human Papilloma Virus,1946
2009,14,Varicella,1219
2009,14,Measles,167
2009,14,Mumps,164
2009,14,Rubella,164
2009,14,Influenza,3325
2009,14,Rotavirus,0
2009,14,Hib,18
2009,14,Pneumococcal,25
2009,14,Hepatitis A,966
2009,14,Meningococcal,1716
2009,15,Hepatitis B,232
2009,15,Diphtheria,1359
2009,15,Tetanus,1359
2009,15,Pertussis,1226
2009,15,Polio,201
2009,15,Human Papilloma Virus,1922
2009,15,Varicella,1088
2009,15,Measles,200
2009,15,Mumps,199
2009,15,Rubella,200
2009,15,Influenza,3092
2009,15,Rotavirus,0
2009,15,Hib,14
2009,15,Pneumococcal,21
2009,15,Hepatitis A,960
2009,15,Meningococcal,1420
2009,16,Hepatitis B,217
2009,16,Diphtheria,1222
2009,16,Tetanus,1222
2009,16,Pertussis,1113
2009,16,Polio,190
2009,16,Human Papilloma Virus,1757
2009,16,Varicella,878
2009,16,Measles,166
2009,16,Mumps,166
2009,16,Rubella,166
2009,16,Influenza,2877
2009,16,Rotavirus,0
2009,16,Hib,13
2009,16,Pneumococcal,25
2009,16,Hepatitis A,866
2009,16,Meningococcal,1284
2009,17,Hepatitis B,236
2009,17,Diphtheria,1089
2009,17,Tetanus,1089
2009,17,Pertussis,995
2009,17,Polio,177
2009,17,Human Papilloma Virus,1609
2009,17,Varicella,755
2009,17,Measles,156
2009,17,Mumps,156
2009,17,Rubella,156
2009,17,Influenza,2602
2009,17,Rotavirus,0
2009,17,Hib,
2009,17,Pneumococcal,28
2009,17,Hepatitis A,776
2009,17,Meningococcal,1102
2009,18,Hepatitis B,106
2009,18,Diphtheria,423
2009,18,Tetanus,423
2009,18,Pertussis,376
2009,18,Polio,52
2009,18,Human Papilloma Virus,692
2009,18,Varicella,240
2009,18,Measles,58
2009,18,Mumps,58
2009,18,Rubella,58
2009,18,Influenza,1119
2009,18,Rotavirus,0
2009,18,Hib,
2009,18,Pneumococcal,15
2009,18,Hepatitis A,230
2009,18,Meningococcal,453
2009,19,Hepatitis B,35
2009,19,Diphtheria,132
2009,19,Tetanus,132
2009,19,Pertussis,117
2009,19,Polio,
2009,19,Human Papilloma Virus,228
2009,19,Varicella,60
2009,19,Measles,22
2009,19,Mumps,22
2009,19,Rubella,22
2009,19,Influenza,439
2009,19,Rotavirus,0
2009,19,Hib,
2009,19,Pneumococcal,
2009,19,Hepatitis A,63
2009,19,Meningococcal,106
2009,20,Hepatitis B,25
2009,20,Diphtheria,62
2009,20,Tetanus,62
2009,20,Pertussis,54
2009,20,Polio,
2009,20,Human Papilloma Virus,110
2009,20,Varicella,30
2009,20,Measles,13
2009,20,Mumps,12
2009,20,Rubella,12
2009,20,Influenza,256
2009,20,Rotavirus,0
2009,20,Hib,
2009,20,Pneumococcal,
2009,20,Hepatitis A,29
2009,20,Meningococcal,50
2009,Unknown,Hepatitis B,0
2009,Unknown,Diphtheria,0
2009,Unknown,Tetanus,0
2009,Unknown,Pertussis,0
2009,Unknown,Polio,0
2009,Unknown,Human Papilloma Virus,0
2009,Unknown,Varicella,0
2009,Unknown,Measles,0
2009,Unknown,Mumps,0
2009,Unknown,Rubella,0
2009,Unknown,Influenza,0
2009,Unknown,Rotavirus,0
2009,Unknown,Hib,0
2009,Unknown,Pneumococcal,0
2009,Unknown,Hepatitis A,0
2009,Unknown,Meningococcal,0
2009,0,Hepatitis B,51494
2009,0,Diphtheria,52521
2009,0,Tetanus,52521
2009,0,Pertussis,52480
2009,0,Polio,51934
2009,0,Human Papilloma Virus,0
2009,0,Varicella,0
2009,0,Measles,0
2009,0,Mumps,0
2009,0,Rubella,0
2009,0,Influenza,4503
2009,0,Rotavirus,44323
2009,0,Hib,51620
2009,0,Pneumococcal,50600
2009,0,Hepatitis A,0
2009,0,Meningococcal,0
2009,1,Hepatitis B,3867
2009,1,Diphtheria,13184
2009,1,Tetanus,13184
2009,1,Pertussis,13168
2009,1,Polio,6477
2009,1,Human Papilloma Virus,0
2009,1,Varicella,10072
2009,1,Measles,10368
2009,1,Mumps,10366
2009,1,Rubella,10378
2009,1,Influenza,9737
2009,1,Rotavirus,0
2009,1,Hib,12376
2009,1,Pneumococcal,12160
2009,1,Hepatitis A,12608
2009,1,Meningococcal,0
2009,2,Hepatitis B,848
2009,2,Diphtheria,3211
2009,2,Tetanus,3211
2009,2,Pertussis,3200
2009,2,Polio,1319
2009,2,Human Papilloma Virus,0
2009,2,Varicella,1320
2009,2,Measles,1099
2009,2,Mumps,1099
2009,2,Rubella,1102
2009,2,Influenza,5519
2009,2,Rotavirus,0
2009,2,Hib,3966
2009,2,Pneumococcal,2293
2009,2,Hepatitis A,6611
2009,2,Meningococcal,174
2009,3,Hepatitis B,583
2009,3,Diphtheria,1551
2009,3,Tetanus,1551
2009,3,Pertussis,1545
2009,3,Polio,766
2009,3,Human Papilloma Virus,0
2009,3,Varicella,1032
2009,3,Measles,749
2009,3,Mumps,749
2009,3,Rubella,749
2009,3,Influenza,3984
2009,3,Rotavirus,0
2009,3,Hib,1705
2009,3,Pneumococcal,1309
2009,3,Hepatitis A,2864
2009,3,Meningococcal,111
2009,4,Hepatitis B,748
2009,4,Diphtheria,10705
2009,4,Tetanus,10705
2009,4,Pertussis,10694
2009,4,Polio,10369
2009,4,Human Papilloma Virus,0
2009,4,Varicella,9380
2009,4,Measles,10637
2009,4,Mumps,10633
2009,4,Rubella,10636
2009,4,Influenza,3944
2009,4,Rotavirus,0
2009,4,Hib,1170
2009,4,Pneumococcal,1181
2009,4,Hepatitis A,2641
2009,4,Meningococcal,133
2009,5,Hepatitis B,669
2009,5,Diphtheria,3463
2009,5,Tetanus,3463
2009,5,Pertussis,3453
2009,5,Polio,3110
2009,5,Human Papilloma Virus,0
2009,5,Varicella,3374
2009,5,Measles,3320
2009,5,Mumps,3320
2009,5,Rubella,3321
2009,5,Influenza,3184
2009,5,Rotavirus,0
2009,5,Hib,222
2009,5,Pneumococcal,188
2009,5,Hepatitis A,2332
2009,5,Meningococcal,128
2009,6,Hepatitis B,500
2009,6,Diphtheria,1049
2009,6,Tetanus,1049
2009,6,Pertussis,1024
2009,6,Polio,804
2009,6,Human Papilloma Virus,0
2009,6,Varicella,1548
2009,6,Measles,833
2009,6,Mumps,833
2009,6,Rubella,833
2009,6,Influenza,3284
2009,6,Rotavirus,0
2009,6,Hib,56
2009,6,Pneumococcal,61
2009,6,Hepatitis A,1459
2009,6,Meningococcal,112
2009,7,Hepatitis B,572
2009,7,Diphtheria,754
2009,7,Tetanus,754
2009,7,Pertussis,372
2009,7,Polio,536
2009,7,Human Papilloma Virus,0
2009,7,Varicella,1328
2009,7,Measles,562
2009,7,Mumps,562
2009,7,Rubella,562
2009,7,Influenza,2659
2009,7,Rotavirus,0
2009,7,Hib,43
2009,7,Pneumococcal,30
2009,7,Hepatitis A,1191
2009,7,Meningococcal,82
2009,8,Hepatitis B,706
2009,8,Diphtheria,645
2009,8,Tetanus,645
2009,8,Pertussis,264
2009,8,Polio,431
2009,8,Human Papilloma Virus,0
2009,8,Varicella,1796
2009,8,Measles,469
2009,8,Mumps,469
2009,8,Rubella,470
2009,8,Influenza,2509
2009,8,Rotavirus,0
2009,8,Hib,30
2009,8,Pneumococcal,22
2009,8,Hepatitis A,1257
2009,8,Meningococcal,86
2009,9,Hepatitis B,961
2009,9,Diphtheria,712
2009,9,Tetanus,712
2009,9,Pertussis,269
2009,9,Polio,430
2009,9,Human Papilloma Virus,839
2009,9,Varicella,2053
2009,9,Measles,449
2009,9,Mumps,447
2009,9,Rubella,447
2009,9,Influenza,2479
2009,9,Rotavirus,0
2009,9,Hib,24
2009,9,Pneumococcal,22
2009,9,Hepatitis A,1550
2009,9,Meningococcal,124
2009,10,Hepatitis B,1461
2009,10,Diphtheria,1109
2009,10,Tetanus,1109
2009,10,Pertussis,775
2009,10,Polio,489
2009,10,Human Papilloma Virus,1179
2009,10,Varicella,1926
2009,10,Measles,442
2009,10,Mumps,442
2009,10,Rubella,442
2009,10,Influenza,2222
2009,10,Rotavirus,0
2009,10,Hib,18
2009,10,Pneumococcal,17
2009,10,Hepatitis A,1943
2009,10,Meningococcal,351
2009,11,Hepatitis B,1840
2009,11,Diphtheria,5602
2009,11,Tetanus,5602
2009,11,Pertussis,4150
2009,11,Polio,491
2009,11,Human Papilloma Virus,3746
2009,11,Varicella,2292
2009,11,Measles,495
2009,11,Mumps,495
2009,11,Rubella,495
2009,11,Influenza,2204
2009,11,Rotavirus,0
2009,11,Hib,22
2009,11,Pneumococcal,33
2009,11,Hepatitis A,2191
2009,11,Meningococcal,4565
2009,12,Hepatitis B,1928
2009,12,Diphtheria,4457
2009,12,Tetanus,4457
2009,12,Pertussis,2985
2009,12,Polio,476
2009,12,Human Papilloma Virus,3465
2009,12,Varicella,2021
2009,12,Measles,518
2009,12,Mumps,518
2009,12,Rubella,518
2009,12,Influenza,2079
2009,12,Rotavirus,0
2009,12,Hib,28
2009,12,Pneumococcal,34
2009,12,Hepatitis A,2333
2009,12,Meningococcal,3431
2009,13,Hepatitis B,1930
2009,13,Diphtheria,3862
2009,13,Tetanus,3862
2009,13,Pertussis,2389
2009,13,Polio,638
2009,13,Human Papilloma Virus,3164
2009,13,Varicella,2029
2009,13,Measles,758
2009,13,Mumps,758
2009,13,Rubella,758
2009,13,Influenza,2284
2009,13,Rotavirus,0
2009,13,Hib,22
2009,13,Pneumococcal,33
2009,13,Hepatitis A,2427
2009,13,Meningococcal,3647
2009,14,Hepatitis B,2022
2009,14,Diphtheria,4011
2009,14,Tetanus,4011
2009,14,Pertussis,2472
2009,14,Polio,656
2009,14,Human Papilloma Virus,3266
2009,14,Varicella,2382
2009,14,Measles,861
2009,14,Mumps,860
2009,14,Rubella,861
2009,14,Influenza,2604
2009,14,Rotavirus,0
2009,14,Hib,27
2009,14,Pneumococcal,23
2009,14,Hepatitis A,2783
2009,14,Meningococcal,3921
2009,15,Hepatitis B,2190
2009,15,Diphtheria,3914
2009,15,Tetanus,3914
2009,15,Pertussis,2327
2009,15,Polio,773
2009,15,Human Papilloma Virus,3238
2009,15,Varicella,2224
2009,15,Measles,993
2009,15,Mumps,993
2009,15,Rubella,993
2009,15,Influenza,2600
2009,15,Rotavirus,0
2009,15,Hib,27
2009,15,Pneumococcal,23
2009,15,Hepatitis A,2945
2009,15,Meningococcal,3714
2009,16,Hepatitis B,2096
2009,16,Diphtheria,3620
2009,16,Tetanus,3620
2009,16,Pertussis,2175
2009,16,Polio,872
2009,16,Human Papilloma Virus,3014
2009,16,Varicella,1996
2009,16,Measles,1027
2009,16,Mumps,1027
2009,16,Rubella,1028
2009,16,Influenza,2577
2009,16,Rotavirus,0
2009,16,Hib,35
2009,16,Pneumococcal,30
2009,16,Hepatitis A,2874
2009,16,Meningococcal,3422
2009,17,Hepatitis B,1996
2009,17,Diphtheria,3292
2009,17,Tetanus,3292
2009,17,Pertussis,2313
2009,17,Polio,1247
2009,17,Human Papilloma Virus,2937
2009,17,Varicella,1829
2009,17,Measles,1311
2009,17,Mumps,1311
2009,17,Rubella,1311
2009,17,Influenza,2376
2009,17,Rotavirus,0
2009,17,Hib,28
2009,17,Pneumococcal,28
2009,17,Hepatitis A,2509
2009,17,Meningococcal,3058
2009,18,Hepatitis B,2421
2009,18,Diphtheria,2907
2009,18,Tetanus,2907
2009,18,Pertussis,2385
2009,18,Polio,1831
2009,18,Human Papilloma Virus,2096
2009,18,Varicella,1729
2009,18,Measles,1917
2009,18,Mumps,1916
2009,18,Rubella,1916
2009,18,Influenza,1633
2009,18,Rotavirus,0
2009,18,Hib,23
2009,18,Pneumococcal,29
2009,18,Hepatitis A,2181
2009,18,Meningococcal,2375
2009,19,Hepatitis B,0
2009,19,Diphtheria,0
2009,19,Tetanus,0
2009,19,Pertussis,0
2009,19,Polio,0
2009,19,Human Papilloma Virus,0
2009,19,Varicella,0
2009,19,Measles,0
2009,19,Mumps,0
2009,19,Rubella,0
2009,19,Influenza,0
2009,19,Rotavirus,0
2009,19,Hib,0
2009,19,Pneumococcal,0
2009,19,Hepatitis A,0
2009,19,Meningococcal,0
2009,20,Hepatitis B,0
2009,20,Diphtheria,0
2009,20,Tetanus,0
2009,20,Pertussis,0
2009,20,Polio,0
2009,20,Human Papilloma Virus,0
2009,20,Varicella,0
2009,20,Measles,0
2009,20,Mumps,0
2009,20,Rubella,0
2009,20,Influenza,0
2009,20,Rotavirus,0
2009,20,Hib,0
2009,20,Pneumococcal,0
2009,20,Hepatitis A,0
2009,20,Meningococcal,0
2009,Unknown,Hepatitis B,0
2009,Unknown,Diphtheria,0
2009,Unknown,Tetanus,0
2009,Unknown,Pertussis,0
2009,Unknown,Polio,0
2009,Unknown,Human Papilloma Virus,0
2009,Unknown,Varicella,0
2009,Unknown,Measles,0
2009,Unknown,Mumps,0
2009,Unknown,Rubella,0
2009,Unknown,Influenza,0
2009,Unknown,Rotavirus,0
2009,Unknown,Hib,0
2009,Unknown,Pneumococcal,0
2009,Unknown,Hepatitis A,0
2009,Unknown,Meningococcal,0
2009,0,Hepatitis B,197729
2009,0,Diphtheria,260430
2009,0,Tetanus,260430
2009,0,Pertussis,260112
2009,0,Polio,254697
2009,0,Human Papilloma Virus,0
2009,0,Varicella,0
2009,0,Measles,0
2009,0,Mumps,0
2009,0,Rubella,0
2009,0,Influenza,69148
2009,0,Rotavirus,206835
2009,0,Hib,256237
2009,0,Pneumococcal,256353
2009,0,Hepatitis A,0
2009,0,Meningococcal,0
2009,1,Hepatitis B,49452
2009,1,Diphtheria,146644
2009,1,Tetanus,146644
2009,1,Pertussis,146278
2009,1,Polio,75748
2009,1,Human Papilloma Virus,0
2009,1,Varicella,115539
2009,1,Measles,117057
2009,1,Mumps,116980
2009,1,Rubella,117228
2009,1,Influenza,150330
2009,1,Rotavirus,0
2009,1,Hib,142866
2009,1,Pneumococcal,148085
2009,1,Hepatitis A,142790
2009,1,Meningococcal,0
2009,2,Hepatitis B,5863
2009,2,Diphtheria,26422
2009,2,Tetanus,26422
2009,2,Pertussis,26288
2009,2,Polio,10383
2009,2,Human Papilloma Virus,0
2009,2,Varicella,7771
2009,2,Measles,6992
2009,2,Mumps,6967
2009,2,Rubella,7027
2009,2,Influenza,93403
2009,2,Rotavirus,0
2009,2,Hib,42719
2009,2,Pneumococcal,19854
2009,2,Hepatitis A,67944
2009,2,Meningococcal,466
2009,3,Hepatitis B,2949
2009,3,Diphtheria,8750
2009,3,Tetanus,8750
2009,3,Pertussis,8689
2009,3,Polio,5079
2009,3,Human Papilloma Virus,0
2009,3,Varicella,5268
2009,3,Measles,4405
2009,3,Mumps,4392
2009,3,Rubella,4424
2009,3,Influenza,68307
2009,3,Rotavirus,0
2009,3,Hib,13496
2009,3,Pneumococcal,8885
2009,3,Hepatitis A,18126
2009,3,Meningococcal,321
2009,4,Hepatitis B,3214
2009,4,Diphtheria,86196
2009,4,Tetanus,86196
2009,4,Pertussis,86084
2009,4,Polio,83205
2009,4,Human Papilloma Virus,0
2009,4,Varicella,76862
2009,4,Measles,82950
2009,4,Mumps,82844
2009,4,Rubella,82892
2009,4,Influenza,61652
2009,4,Rotavirus,0
2009,4,Hib,6106
2009,4,Pneumococcal,6935
2009,4,Hepatitis A,11263
2009,4,Meningococcal,402
2009,5,Hepatitis B,1961
2009,5,Diphtheria,15453
2009,5,Tetanus,15453
2009,5,Pertussis,15393
2009,5,Polio,13314
2009,5,Human Papilloma Virus,0
2009,5,Varicella,14183
2009,5,Measles,13057
2009,5,Mumps,13031
2009,5,Rubella,13039
2009,5,Influenza,48283
2009,5,Rotavirus,0
2009,5,Hib,1235
2009,5,Pneumococcal,1066
2009,5,Hepatitis A,7289
2009,5,Meningococcal,218
2009,6,Hepatitis B,919
2009,6,Diphtheria,2718
2009,6,Tetanus,2718
2009,6,Pertussis,2677
2009,6,Polio,1889
2009,6,Human Papilloma Virus,0
2009,6,Varicella,3939
2009,6,Measles,1735
2009,6,Mumps,1720
2009,6,Rubella,1723
2009,6,Influenza,41781
2009,6,Rotavirus,0
2009,6,Hib,323
2009,6,Pneumococcal,275
2009,6,Hepatitis A,3676
2009,6,Meningococcal,165
2009,7,Hepatitis B,772
2009,7,Diphtheria,1415
2009,7,Tetanus,1415
2009,7,Pertussis,1027
2009,7,Polio,927
2009,7,Human Papilloma Virus,0
2009,7,Varicella,3874
2009,7,Measles,802
2009,7,Mumps,801
2009,7,Rubella,803
2009,7,Influenza,34179
2009,7,Rotavirus,0
2009,7,Hib,228
2009,7,Pneumococcal,229
2009,7,Hepatitis A,2398
2009,7,Meningococcal,169
2009,8,Hepatitis B,680
2009,8,Diphtheria,1132
2009,8,Tetanus,1132
2009,8,Pertussis,716
2009,8,Polio,736
2009,8,Human Papilloma Virus,0
2009,8,Varicella,6064
2009,8,Measles,620
2009,8,Mumps,614
2009,8,Rubella,615
2009,8,Influenza,30163
2009,8,Rotavirus,0
2009,8,Hib,151
2009,8,Pneumococcal,105
2009,8,Hepatitis A,2144
2009,8,Meningococcal,169
2009,9,Hepatitis B,676
2009,9,Diphtheria,1463
2009,9,Tetanus,1463
2009,9,Pertussis,925
2009,9,Polio,695
2009,9,Human Papilloma Virus,2806
2009,9,Varicella,7244
2009,9,Measles,648
2009,9,Mumps,644
2009,9,Rubella,647
2009,9,Influenza,26489
2009,9,Rotavirus,0
2009,9,Hib,168
2009,9,Pneumococcal,150
2009,9,Hepatitis A,2134
2009,9,Meningococcal,245
2009,10,Hepatitis B,775
2009,10,Diphtheria,3808
2009,10,Tetanus,3808
2009,10,Pertussis,3265
2009,10,Polio,706
2009,10,Human Papilloma Virus,4080
2009,10,Varicella,7032
2009,10,Measles,569
2009,10,Mumps,568
2009,10,Rubella,568
2009,10,Influenza,20215
2009,10,Rotavirus,0
2009,10,Hib,179
2009,10,Pneumococcal,150
2009,10,Hepatitis A,2210
2009,10,Meningococcal,1109
2009,11,Hepatitis B,1070
2009,11,Diphtheria,25085
2009,11,Tetanus,25085
2009,11,Pertussis,23927
2009,11,Polio,918
2009,11,Human Papilloma Virus,16053
2009,11,Varicella,8920
2009,11,Measles,780
2009,11,Mumps,775
2009,11,Rubella,781
2009,11,Influenza,20858
2009,11,Rotavirus,0
2009,11,Hib,164
2009,11,Pneumococcal,227
2009,11,Hepatitis A,2899
2009,11,Meningococcal,25698
2009,12,Hepatitis B,1061
2009,12,Diphtheria,13440
2009,12,Tetanus,13440
2009,12,Pertussis,12724
2009,12,Polio,821
2009,12,Human Papilloma Virus,13901
2009,12,Varicella,7344
2009,12,Measles,759
2009,12,Mumps,753
2009,12,Rubella,759
2009,12,Influenza,19017
2009,12,Rotavirus,0
2009,12,Hib,140
2009,12,Pneumococcal,136
2009,12,Hepatitis A,3086
2009,12,Meningococcal,13740
2009,13,Hepatitis B,973
2009,13,Diphtheria,8098
2009,13,Tetanus,8098
2009,13,Pertussis,7588
