Year,Age,Immunization,Immunization_Count
2008,18,Rotavirus,0
2008,18,Hib,14
2008,18,Pneumococcal,51
2008,18,Hepatitis A,1893
2008,18,Meningococcal,2171
2008,19,Hepatitis B,0
2008,19,Diphtheria,0
2008,19,Tetanus,0
2008,19,Pertussis,0
2008,19,Polio,0
2008,19,Human Papilloma Virus,0
2008,19,Varicella,0
2008,19,Measles,0
2008,19,Mumps,0
2008,19,Rubella,0
2008,19,Influenza,0
2008,19,Rotavirus,0
2008,19,Hib,0
2008,19,Pneumococcal,0
2008,19,Hepatitis A,0
2008,19,Meningococcal,0
2008,20,Hepatitis B,0
2008,20,Diphtheria,0
2008,20,Tetanus,0
2008,20,Pertussis,0
2008,20,Polio,0
2008,20,Human Papilloma Virus,0
2008,20,Varicella,0
2008,20,Measles,0
2008,20,Mumps,0
2008,20,Rubella,0
2008,20,Influenza,0
2008,20,Rotavirus,0
2008,20,Hib,0
2008,20,Pneumococcal,0
2008,20,Hepatitis A,0
2008,20,Meningococcal,0
2008,Unknown,Hepatitis B,0
2008,Unknown,Diphtheria,0
2008,Unknown,Tetanus,0
2008,Unknown,Pertussis,0
2008,Unknown,Polio,0
2008,Unknown,Human Papilloma Virus,0
2008,Unknown,Varicella,0
2008,Unknown,Measles,0
2008,Unknown,Mumps,0
2008,Unknown,Rubella,0
2008,Unknown,Influenza,0
2008,Unknown,Rotavirus,0
2008,Unknown,Hib,0
2008,Unknown,Pneumococcal,0
2008,Unknown,Hepatitis A,0
2008,Unknown,Meningococcal,0
2008,0,Hepatitis B,210651
2008,0,Diphtheria,259338
2008,0,Tetanus,259338
2008,0,Pertussis,258912
2008,0,Polio,250651
2008,0,Human Papilloma Virus,0
2008,0,Varicella,0
2008,0,Measles,0
2008,0,Mumps,0
2008,0,Rubella,0
2008,0,Influenza,38316
2008,0,Rotavirus,200957
2008,0,Hib,250782
2008,0,Pneumococcal,258144
2008,0,Hepatitis A,0
2008,0,Meningococcal,0
2008,1,Hepatitis B,56790
2008,1,Diphtheria,149961
2008,1,Tetanus,149961
2008,1,Pertussis,149597
2008,1,Polio,66446
2008,1,Human Papilloma Virus,0
2008,1,Varicella,116737
2008,1,Measles,118247
2008,1,Mumps,118179
2008,1,Rubella,118593
2008,1,Influenza,90378
2008,1,Rotavirus,0
2008,1,Hib,91195
2008,1,Pneumococcal,151141
2008,1,Hepatitis A,139396
2008,1,Meningococcal,0
2008,2,Hepatitis B,5327
2008,2,Diphtheria,23585
2008,2,Tetanus,23585
2008,2,Pertussis,23493
2008,2,Polio,6186
2008,2,Human Papilloma Virus,0
2008,2,Varicella,8195
2008,2,Measles,6813
2008,2,Mumps,6801
2008,2,Rubella,6845
2008,2,Influenza,42405
2008,2,Rotavirus,0
2008,2,Hib,10352
2008,2,Pneumococcal,14576
2008,2,Hepatitis A,66243
2008,2,Meningococcal,348
2008,3,Hepatitis B,2546
2008,3,Diphtheria,7116
2008,3,Tetanus,7116
2008,3,Pertussis,7081
2008,3,Polio,3907
2008,3,Human Papilloma Virus,0
2008,3,Varicella,4888
2008,3,Measles,3791
2008,3,Mumps,3786
2008,3,Rubella,3795
2008,3,Influenza,27506
2008,3,Rotavirus,0
2008,3,Hib,2446
2008,3,Pneumococcal,4238
2008,3,Hepatitis A,20465
2008,3,Meningococcal,270
2008,4,Hepatitis B,3212
2008,4,Diphtheria,75273
2008,4,Tetanus,75273
2008,4,Pertussis,75186
2008,4,Polio,74164
2008,4,Human Papilloma Virus,0
2008,4,Varicella,68484
2008,4,Measles,74181
2008,4,Mumps,74045
2008,4,Rubella,74100
2008,4,Influenza,25803
2008,4,Rotavirus,0
2008,4,Hib,2260
2008,4,Pneumococcal,3235
2008,4,Hepatitis A,15790
2008,4,Meningococcal,320
2008,5,Hepatitis B,1831
2008,5,Diphtheria,13815
2008,5,Tetanus,13815
2008,5,Pertussis,13765
2008,5,Polio,12032
2008,5,Human Papilloma Virus,0
2008,5,Varicella,14550
2008,5,Measles,12016
2008,5,Mumps,11994
2008,5,Rubella,12004
2008,5,Influenza,17535
2008,5,Rotavirus,0
2008,5,Hib,679
2008,5,Pneumococcal,821
2008,5,Hepatitis A,7995
2008,5,Meningococcal,202
2008,6,Hepatitis B,939
2008,6,Diphtheria,2363
2008,6,Tetanus,2363
2008,6,Pertussis,2313
2008,6,Polio,1704
2008,6,Human Papilloma Virus,0
2008,6,Varicella,9120
2008,6,Measles,1673
2008,6,Mumps,1671
2008,6,Rubella,1673
2008,6,Influenza,16270
2008,6,Rotavirus,0
2008,6,Hib,239
2008,6,Pneumococcal,313
2008,6,Hepatitis A,3901
2008,6,Meningococcal,173
2008,7,Hepatitis B,698
2008,7,Diphtheria,1258
2008,7,Tetanus,1258
2008,7,Pertussis,873
2008,7,Polio,782
2008,7,Human Papilloma Virus,0
2008,7,Varicella,9176
2008,7,Measles,786
2008,7,Mumps,782
2008,7,Rubella,783
2008,7,Influenza,11985
2008,7,Rotavirus,0
2008,7,Hib,164
2008,7,Pneumococcal,228
2008,7,Hepatitis A,2638
2008,7,Meningococcal,158
2008,8,Hepatitis B,682
2008,8,Diphtheria,976
2008,8,Tetanus,976
2008,8,Pertussis,615
2008,8,Polio,658
2008,8,Human Papilloma Virus,0
2008,8,Varicella,9801
2008,8,Measles,580
2008,8,Mumps,577
2008,8,Rubella,579
2008,8,Influenza,10452
2008,8,Rotavirus,0
2008,8,Hib,158
2008,8,Pneumococcal,172
2008,8,Hepatitis A,2212
2008,8,Meningococcal,173
2008,9,Hepatitis B,733
2008,9,Diphtheria,1277
2008,9,Tetanus,1277
2008,9,Pertussis,746
2008,9,Polio,565
2008,9,Human Papilloma Virus,2542
2008,9,Varicella,9460
2008,9,Measles,569
2008,9,Mumps,566
2008,9,Rubella,568
2008,9,Influenza,8727
2008,9,Rotavirus,0
2008,9,Hib,90
2008,9,Pneumococcal,98
2008,9,Hepatitis A,2267
2008,9,Meningococcal,287
2008,10,Hepatitis B,872
2008,10,Diphtheria,3453
2008,10,Tetanus,3453
2008,10,Pertussis,2830
2008,10,Polio,573
2008,10,Human Papilloma Virus,3747
2008,10,Varicella,8828
2008,10,Measles,585
2008,10,Mumps,584
2008,10,Rubella,592
2008,10,Influenza,7962
2008,10,Rotavirus,0
2008,10,Hib,96
2008,10,Pneumococcal,82
2008,10,Hepatitis A,2428
2008,10,Meningococcal,967
2008,11,Hepatitis B,1231
2008,11,Diphtheria,21883
2008,11,Tetanus,21883
2008,11,Pertussis,20626
2008,11,Polio,810
2008,11,Human Papilloma Virus,14531
2008,11,Varicella,11036
2008,11,Measles,805
2008,11,Mumps,800
2008,11,Rubella,804
2008,11,Influenza,8755
2008,11,Rotavirus,0
2008,11,Hib,126
2008,11,Pneumococcal,244
2008,11,Hepatitis A,3329
2008,11,Meningococcal,22053
2008,12,Hepatitis B,1179
2008,12,Diphtheria,13089
2008,12,Tetanus,13089
2008,12,Pertussis,12179
2008,12,Polio,826
2008,12,Human Papilloma Virus,13816
2008,12,Varicella,9134
2008,12,Measles,855
2008,12,Mumps,849
2008,12,Rubella,852
2008,12,Influenza,7917
2008,12,Rotavirus,0
2008,12,Hib,132
2008,12,Pneumococcal,229
2008,12,Hepatitis A,4064
2008,12,Meningococcal,13903
2008,13,Hepatitis B,1024
2008,13,Diphtheria,8567
2008,13,Tetanus,8567
2008,13,Pertussis,7867
2008,13,Polio,683
2008,13,Human Papilloma Virus,12217
2008,13,Varicella,7572
2008,13,Measles,722
2008,13,Mumps,719
2008,13,Rubella,721
2008,13,Influenza,7066
2008,13,Rotavirus,0
2008,13,Hib,71
2008,13,Pneumococcal,127
2008,13,Hepatitis A,4259
2008,13,Meningococcal,10264
2008,14,Hepatitis B,1048
2008,14,Diphtheria,7977
2008,14,Tetanus,7977
2008,14,Pertussis,7269
2008,14,Polio,796
2008,14,Human Papilloma Virus,12416
2008,14,Varicella,7153
2008,14,Measles,711
2008,14,Mumps,706
2008,14,Rubella,707
2008,14,Influenza,6935
2008,14,Rotavirus,0
2008,14,Hib,83
2008,14,Pneumococcal,121
2008,14,Hepatitis A,4957
2008,14,Meningococcal,9861
2008,15,Hepatitis B,1101
2008,15,Diphtheria,6678
2008,15,Tetanus,6678
2008,15,Pertussis,6117
2008,15,Polio,767
2008,15,Human Papilloma Virus,11750
2008,15,Varicella,5569
2008,15,Measles,699
2008,15,Mumps,697
2008,15,Rubella,702
2008,15,Influenza,6378
2008,15,Rotavirus,0
2008,15,Hib,81
2008,15,Pneumococcal,138
2008,15,Hepatitis A,4702
2008,15,Meningococcal,8663
2008,16,Hepatitis B,1136
2008,16,Diphtheria,5983
2008,16,Tetanus,5983
2008,16,Pertussis,5451
2008,16,Polio,738
2008,16,Human Papilloma Virus,10735
2008,16,Varicella,4461
2008,16,Measles,629
2008,16,Mumps,624
2008,16,Rubella,626
2008,16,Influenza,5643
2008,16,Rotavirus,0
2008,16,Hib,80
2008,16,Pneumococcal,100
2008,16,Hepatitis A,4187
2008,16,Meningococcal,7477
2008,17,Hepatitis B,1195
2008,17,Diphtheria,4831
2008,17,Tetanus,4831
2008,17,Pertussis,4396
2008,17,Polio,608
2008,17,Human Papilloma Virus,9313
2008,17,Varicella,3130
2008,17,Measles,522
2008,17,Mumps,519
2008,17,Rubella,522
2008,17,Influenza,4513
2008,17,Rotavirus,0
2008,17,Hib,56
2008,17,Pneumococcal,88
2008,17,Hepatitis A,2980
2008,17,Meningococcal,6263
2008,18,Hepatitis B,561
2008,18,Diphtheria,1956
2008,18,Tetanus,1956
2008,18,Pertussis,1752
2008,18,Polio,170
2008,18,Human Papilloma Virus,4398
2008,18,Varicella,1113
2008,18,Measles,226
2008,18,Mumps,225
2008,18,Rubella,225
2008,18,Influenza,1808
2008,18,Rotavirus,0
2008,18,Hib,
2008,18,Pneumococcal,35
2008,18,Hepatitis A,1093
2008,18,Meningococcal,2409
2008,19,Hepatitis B,123
2008,19,Diphtheria,439
2008,19,Tetanus,439
2008,19,Pertussis,391
2008,19,Polio,31
2008,19,Human Papilloma Virus,1104
2008,19,Varicella,208
2008,19,Measles,58
2008,19,Mumps,58
2008,19,Rubella,58
2008,19,Influenza,541
2008,19,Rotavirus,0
2008,19,Hib,
2008,19,Pneumococcal,14
2008,19,Hepatitis A,212
2008,19,Meningococcal,486
2008,20,Hepatitis B,421
2008,20,Diphtheria,621
2008,20,Tetanus,621
2008,20,Pertussis,564
2008,20,Polio,247
2008,20,Human Papilloma Virus,734
2008,20,Varicella,271
2008,20,Measles,152
2008,20,Mumps,152
2008,20,Rubella,153
2008,20,Influenza,485
2008,20,Rotavirus,0
2008,20,Hib,197
2008,20,Pneumococcal,240
2008,20,Hepatitis A,270
2008,20,Meningococcal,332
2008,Unknown,Hepatitis B,442
2008,Unknown,Diphtheria,655
2008,Unknown,Tetanus,655
2008,Unknown,Pertussis,647
2008,Unknown,Polio,544
2008,Unknown,Human Papilloma Virus,60
2008,Unknown,Varicella,192
2008,Unknown,Measles,150
2008,Unknown,Mumps,150
2008,Unknown,Rubella,152
2008,Unknown,Influenza,218
2008,Unknown,Rotavirus,0
2008,Unknown,Hib,489
2008,Unknown,Pneumococcal,551
2008,Unknown,Hepatitis A,204
2008,Unknown,Meningococcal,33
2008,0,Hepatitis B,288
2008,0,Diphtheria,383
2008,0,Tetanus,383
2008,0,Pertussis,382
2008,0,Polio,379
2008,0,Human Papilloma Virus,0
2008,0,Varicella,0
2008,0,Measles,0
2008,0,Mumps,0
2008,0,Rubella,0
2008,0,Influenza,44
2008,0,Rotavirus,280
2008,0,Hib,377
2008,0,Pneumococcal,373
2008,0,Hepatitis A,0
2008,0,Meningococcal,0
2008,1,Hepatitis B,98
2008,1,Diphtheria,279
2008,1,Tetanus,279
2008,1,Pertussis,278
2008,1,Polio,113
2008,1,Human Papilloma Virus,0
2008,1,Varicella,213
2008,1,Measles,202
2008,1,Mumps,202
2008,1,Rubella,202
2008,1,Influenza,155
2008,1,Rotavirus,0
2008,1,Hib,155
2008,1,Pneumococcal,298
2008,1,Hepatitis A,303
2008,1,Meningococcal,0
2008,2,Hepatitis B,91
2008,2,Diphtheria,182
2008,2,Tetanus,182
2008,2,Pertussis,182
2008,2,Polio,62
2008,2,Human Papilloma Virus,0
2008,2,Varicella,101
2008,2,Measles,38
2008,2,Mumps,38
2008,2,Rubella,38
2008,2,Influenza,229
2008,2,Rotavirus,0
2008,2,Hib,61
2008,2,Pneumococcal,205
2008,2,Hepatitis A,346
2008,2,Meningococcal,
2008,3,Hepatitis B,95
2008,3,Diphtheria,135
2008,3,Tetanus,135
2008,3,Pertussis,134
2008,3,Polio,80
2008,3,Human Papilloma Virus,0
2008,3,Varicella,123
2008,3,Measles,61
2008,3,Mumps,61
2008,3,Rubella,61
2008,3,Influenza,272
2008,3,Rotavirus,0
2008,3,Hib,72
2008,3,Pneumococcal,184
2008,3,Hepatitis A,326
2008,3,Meningococcal,
2008,4,Hepatitis B,171
2008,4,Diphtheria,1046
2008,4,Tetanus,1046
2008,4,Pertussis,1045
2008,4,Polio,921
2008,4,Human Papilloma Virus,0
2008,4,Varicella,956
2008,4,Measles,1031
2008,4,Mumps,1030
2008,4,Rubella,1032
2008,4,Influenza,422
2008,4,Rotavirus,0
2008,4,Hib,81
2008,4,Pneumococcal,174
2008,4,Hepatitis A,414
2008,4,Meningococcal,16
2008,5,Hepatitis B,125
2008,5,Diphtheria,292
2008,5,Tetanus,292
2008,5,Pertussis,291
2008,5,Polio,194
2008,5,Human Papilloma Virus,0
2008,5,Varicella,298
2008,5,Measles,178
2008,5,Mumps,178
2008,5,Rubella,178
2008,5,Influenza,318
2008,5,Rotavirus,0
2008,5,Hib,25
2008,5,Pneumococcal,48
2008,5,Hepatitis A,263
2008,5,Meningococcal,18
2008,6,Hepatitis B,82
2008,6,Diphtheria,125
2008,6,Tetanus,125
2008,6,Pertussis,119
2008,6,Polio,90
2008,6,Human Papilloma Virus,0
2008,6,Varicella,317
2008,6,Measles,71
2008,6,Mumps,71
2008,6,Rubella,71
2008,6,Influenza,388
2008,6,Rotavirus,0
2008,6,Hib,
2008,6,Pneumococcal,
2008,6,Hepatitis A,253
2008,6,Meningococcal,19
2008,7,Hepatitis B,87
2008,7,Diphtheria,98
2008,7,Tetanus,98
2008,7,Pertussis,56
2008,7,Polio,82
2008,7,Human Papilloma Virus,0
2008,7,Varicella,434
2008,7,Measles,62
2008,7,Mumps,62
2008,7,Rubella,62
2008,7,Influenza,383
2008,7,Rotavirus,0
2008,7,Hib,
2008,7,Pneumococcal,
2008,7,Hepatitis A,252
2008,7,Meningococcal,25
2008,8,Hepatitis B,103
2008,8,Diphtheria,146
2008,8,Tetanus,146
2008,8,Pertussis,71
2008,8,Polio,106
2008,8,Human Papilloma Virus,0
2008,8,Varicella,564
2008,8,Measles,75
2008,8,Mumps,75
2008,8,Rubella,75
2008,8,Influenza,434
2008,8,Rotavirus,0
2008,8,Hib,
2008,8,Pneumococcal,
2008,8,Hepatitis A,258
2008,8,Meningococcal,35
2008,9,Hepatitis B,139
2008,9,Diphtheria,162
2008,9,Tetanus,162
2008,9,Pertussis,75
2008,9,Polio,100
2008,9,Human Papilloma Virus,263
2008,9,Varicella,694
2008,9,Measles,55
2008,9,Mumps,55
2008,9,Rubella,55
2008,9,Influenza,434
2008,9,Rotavirus,0
2008,9,Hib,
2008,9,Pneumococcal,
2008,9,Hepatitis A,233
2008,9,Meningococcal,45
2008,10,Hepatitis B,207
2008,10,Diphtheria,287
2008,10,Tetanus,287
2008,10,Pertussis,193
2008,10,Polio,97
2008,10,Human Papilloma Virus,402
2008,10,Varicella,645
2008,10,Measles,70
2008,10,Mumps,70
2008,10,Rubella,70
2008,10,Influenza,373
2008,10,Rotavirus,0
2008,10,Hib,
2008,10,Pneumococcal,
2008,10,Hepatitis A,231
2008,10,Meningococcal,85
2008,11,Hepatitis B,242
2008,11,Diphtheria,1523
2008,11,Tetanus,1523
2008,11,Pertussis,1372
2008,11,Polio,135
2008,11,Human Papilloma Virus,1119
2008,11,Varicella,746
2008,11,Measles,109
2008,11,Mumps,106
2008,11,Rubella,106
2008,11,Influenza,521
2008,11,Rotavirus,0
2008,11,Hib,
2008,11,Pneumococcal,15
2008,11,Hepatitis A,263
2008,11,Meningococcal,1621
2008,12,Hepatitis B,230
2008,12,Diphtheria,927
2008,12,Tetanus,927
2008,12,Pertussis,823
2008,12,Polio,139
2008,12,Human Papilloma Virus,1058
2008,12,Varicella,637
2008,12,Measles,139
2008,12,Mumps,139
2008,12,Rubella,139
2008,12,Influenza,400
2008,12,Rotavirus,0
2008,12,Hib,
2008,12,Pneumococcal,
2008,12,Hepatitis A,259
2008,12,Meningococcal,923
2008,13,Hepatitis B,200
2008,13,Diphtheria,662
2008,13,Tetanus,662
2008,13,Pertussis,594
2008,13,Polio,120
2008,13,Human Papilloma Virus,866
2008,13,Varicella,555
2008,13,Measles,109
2008,13,Mumps,109
2008,13,Rubella,109
2008,13,Influenza,347
2008,13,Rotavirus,0
2008,13,Hib,
2008,13,Pneumococcal,11
2008,13,Hepatitis A,260
2008,13,Meningococcal,708
2008,14,Hepatitis B,185
2008,14,Diphtheria,671
2008,14,Tetanus,671
2008,14,Pertussis,584
2008,14,Polio,121
2008,14,Human Papilloma Virus,970
2008,14,Varicella,544
2008,14,Measles,102
2008,14,Mumps,102
2008,14,Rubella,102
2008,14,Influenza,365
2008,14,Rotavirus,0
2008,14,Hib,
2008,14,Pneumococcal,
2008,14,Hepatitis A,312
2008,14,Meningococcal,798
2008,15,Hepatitis B,167
2008,15,Diphtheria,571
2008,15,Tetanus,571
2008,15,Pertussis,504
2008,15,Polio,134
2008,15,Human Papilloma Virus,856
2008,15,Varicella,453
2008,15,Measles,101
2008,15,Mumps,101
2008,15,Rubella,101
2008,15,Influenza,354
2008,15,Rotavirus,0
2008,15,Hib,
2008,15,Pneumococcal,
2008,15,Hepatitis A,285
2008,15,Meningococcal,694
2008,16,Hepatitis B,173
2008,16,Diphtheria,481
2008,16,Tetanus,481
2008,16,Pertussis,409
2008,16,Polio,120
2008,16,Human Papilloma Virus,862
2008,16,Varicella,401
2008,16,Measles,89
2008,16,Mumps,89
2008,16,Rubella,89
2008,16,Influenza,311
2008,16,Rotavirus,0
2008,16,Hib,
2008,16,Pneumococcal,17
2008,16,Hepatitis A,245
2008,16,Meningococcal,604
2008,17,Hepatitis B,147
2008,17,Diphtheria,400
2008,17,Tetanus,400
2008,17,Pertussis,343
2008,17,Polio,116
2008,17,Human Papilloma Virus,654
2008,17,Varicella,303
2008,17,Measles,79
2008,17,Mumps,79
2008,17,Rubella,80
2008,17,Influenza,286
2008,17,Rotavirus,0
2008,17,Hib,
2008,17,Pneumococcal,
2008,17,Hepatitis A,220
2008,17,Meningococcal,517
2008,18,Hepatitis B,84
2008,18,Diphtheria,185
2008,18,Tetanus,185
2008,18,Pertussis,152
2008,18,Polio,54
2008,18,Human Papilloma Virus,314
2008,18,Varicella,119
2008,18,Measles,47
2008,18,Mumps,47
2008,18,Rubella,47
2008,18,Influenza,103
2008,18,Rotavirus,0
2008,18,Hib,
2008,18,Pneumococcal,
2008,18,Hepatitis A,105
2008,18,Meningococcal,214
2008,19,Hepatitis B,0
2008,19,Diphtheria,0
2008,19,Tetanus,0
2008,19,Pertussis,0
2008,19,Polio,0
2008,19,Human Papilloma Virus,0
2008,19,Varicella,0
2008,19,Measles,0
2008,19,Mumps,0
2008,19,Rubella,0
2008,19,Influenza,0
2008,19,Rotavirus,0
2008,19,Hib,0
2008,19,Pneumococcal,0
2008,19,Hepatitis A,0
2008,19,Meningococcal,0
2008,20,Hepatitis B,0
2008,20,Diphtheria,0
2008,20,Tetanus,0
2008,20,Pertussis,0
2008,20,Polio,0
2008,20,Human Papilloma Virus,0
2008,20,Varicella,0
2008,20,Measles,0
2008,20,Mumps,0
2008,20,Rubella,0
2008,20,Influenza,0
2008,20,Rotavirus,0
2008,20,Hib,0
2008,20,Pneumococcal,0
2008,20,Hepatitis A,0
2008,20,Meningococcal,0
2008,Unknown,Hepatitis B,0
2008,Unknown,Diphtheria,0
2008,Unknown,Tetanus,0
2008,Unknown,Pertussis,0
2008,Unknown,Polio,0
2008,Unknown,Human Papilloma Virus,0
2008,Unknown,Varicella,0
2008,Unknown,Measles,0
2008,Unknown,Mumps,0
2008,Unknown,Rubella,0
2008,Unknown,Influenza,0
2008,Unknown,Rotavirus,0
2008,Unknown,Hib,0
2008,Unknown,Pneumococcal,0
2008,Unknown,Hepatitis A,0
2008,Unknown,Meningococcal,0
2009,0,Hepatitis B,377007
2009,0,Diphtheria,462201
2009,0,Tetanus,462201
2009,0,Pertussis,461725
2009,0,Polio,454110
2009,0,Human Papilloma Virus,0
2009,0,Varicella,0
2009,0,Measles,0
2009,0,Mumps,0
2009,0,Rubella,0
2009,0,Influenza,90289
2009,0,Rotavirus,378452
2009,0,Hib,453992
2009,0,Pneumococcal,451702
2009,0,Hepatitis A,0
2009,0,Meningococcal,0
2009,1,Hepatitis B,65006
2009,1,Diphtheria,192309
2009,1,Tetanus,192309
2009,1,Pertussis,191863
2009,1,Polio,100429
2009,1,Human Papilloma Virus,0
2009,1,Varicella,150471
2009,1,Measles,152450
2009,1,Mumps,152359
2009,1,Rubella,152636
2009,1,Influenza,192610
2009,1,Rotavirus,0
2009,1,Hib,187171
2009,1,Pneumococcal,192791
2009,1,Hepatitis A,184476
2009,1,Meningococcal,0
2009,2,Hepatitis B,8279
2009,2,Diphtheria,35979
2009,2,Tetanus,35979
2009,2,Pertussis,35809
2009,2,Polio,14487
2009,2,Human Papilloma Virus,0
2009,2,Varicella,11263
2009,2,Measles,9970
2009,2,Mumps,9944
2009,2,Rubella,10016
2009,2,Influenza,118773
2009,2,Rotavirus,0
2009,2,Hib,55766
2009,2,Pneumococcal,26549
2009,2,Hepatitis A,89752
2009,2,Meningococcal,904
2009,3,Hepatitis B,4448
2009,3,Diphtheria,12452
2009,3,Tetanus,12452
2009,3,Pertussis,12371
2009,3,Polio,7101
2009,3,Human Papilloma Virus,0
2009,3,Varicella,7889
2009,3,Measles,6305
2009,3,Mumps,6292
2009,3,Rubella,6328
2009,3,Influenza,86955
2009,3,Rotavirus,0
2009,3,Hib,18302
2009,3,Pneumococcal,12279
2009,3,Hepatitis A,25723
2009,3,Meningococcal,543
2009,4,Hepatitis B,4831
2009,4,Diphtheria,114498
2009,4,Tetanus,114498
2009,4,Pertussis,114361
2009,4,Polio,110668
2009,4,Human Papilloma Virus,0
2009,4,Varicella,101728
2009,4,Measles,110255
2009,4,Mumps,110129
2009,4,Rubella,110185
2009,4,Influenza,78787
2009,4,Rotavirus,0
2009,4,Hib,8644
2009,4,Pneumococcal,9624
2009,4,Hepatitis A,16783
2009,4,Meningococcal,656
2009,5,Hepatitis B,3180
2009,5,Diphtheria,23151
2009,5,Tetanus,23151
2009,5,Pertussis,23074
2009,5,Polio,20166
2009,5,Human Papilloma Virus,0
2009,5,Varicella,21372
2009,5,Measles,20018
2009,5,Mumps,19990
2009,5,Rubella,20002
2009,5,Influenza,61220
2009,5,Rotavirus,0
2009,5,Hib,1705
2009,5,Pneumococcal,1451
2009,5,Hepatitis A,11540
2009,5,Meningococcal,449
2009,6,Hepatitis B,1719
2009,6,Diphtheria,4580
2009,6,Tetanus,4580
2009,6,Pertussis,4504
2009,6,Polio,3322
2009,6,Human Papilloma Virus,0
2009,6,Varicella,6575
2009,6,Measles,3092
2009,6,Mumps,3074
2009,6,Rubella,3078
2009,6,Influenza,53811
2009,6,Rotavirus,0
2009,6,Hib,427
2009,6,Pneumococcal,390
2009,6,Hepatitis A,6150
2009,6,Meningococcal,353
2009,7,Hepatitis B,1600
2009,7,Diphtheria,2615
2009,7,Tetanus,2615
2009,7,Pertussis,1719
2009,7,Polio,1809
2009,7,Human Papilloma Virus,0
2009,7,Varicella,6240
2009,7,Measles,1653
2009,7,Mumps,1651
2009,7,Rubella,1653
2009,7,Influenza,44130
2009,7,Rotavirus,0
2009,7,Hib,301
2009,7,Pneumococcal,286
2009,7,Hepatitis A,4335
2009,7,Meningococcal,310
2009,8,Hepatitis B,1590
2009,8,Diphtheria,2164
2009,8,Tetanus,2164
2009,8,Pertussis,1206
2009,8,Polio,1439
2009,8,Human Papilloma Virus,0
2009,8,Varicella,9505
2009,8,Measles,1294
2009,8,Mumps,1288
2009,8,Rubella,1290
2009,8,Influenza,39478
2009,8,Rotavirus,0
2009,8,Hib,195
2009,8,Pneumococcal,146
2009,8,Hepatitis A,4091
2009,8,Meningococcal,335
2009,9,Hepatitis B,1874
2009,9,Diphtheria,2605
2009,9,Tetanus,2605
2009,9,Pertussis,1434
2009,9,Polio,1377
2009,9,Human Papilloma Virus,4435
2009,9,Varicella,11155
2009,9,Measles,1286
2009,9,Mumps,1280
2009,9,Rubella,1283
2009,9,Influenza,35159
2009,9,Rotavirus,0
2009,9,Hib,216
2009,9,Pneumococcal,196
2009,9,Hepatitis A,4371
2009,9,Meningococcal,477
2009,10,Hepatitis B,2510
2009,10,Diphtheria,5938
2009,10,Tetanus,5938
2009,10,Pertussis,4873
2009,10,Polio,1441
2009,10,Human Papilloma Virus,6300
2009,10,Varicella,10841
2009,10,Measles,1228
2009,10,Mumps,1226
2009,10,Rubella,1226
2009,10,Influenza,27406
2009,10,Rotavirus,0
2009,10,Hib,213
2009,10,Pneumococcal,193
2009,10,Hepatitis A,4831
2009,10,Meningococcal,1775
2009,11,Hepatitis B,3264
2009,11,Diphtheria,36712
2009,11,Tetanus,36712
2009,11,Pertussis,33829
2009,11,Polio,1693
2009,11,Human Papilloma Virus,23720
2009,11,Varicella,13642
2009,11,Measles,1522
2009,11,Mumps,1517
2009,11,Rubella,1525
2009,11,Influenza,28295
2009,11,Rotavirus,0
2009,11,Hib,214
2009,11,Pneumococcal,311
2009,11,Hepatitis A,5913
2009,11,Meningococcal,36483
2009,12,Hepatitis B,3329
2009,12,Diphtheria,21447
2009,12,Tetanus,21447
2009,12,Pertussis,19042
2009,12,Polio,1570
2009,12,Human Papilloma Virus,20831
2009,12,Varicella,11398
2009,12,Measles,1544
2009,12,Mumps,1537
2009,12,Rubella,1545
2009,12,Influenza,25605
2009,12,Rotavirus,0
2009,12,Hib,200
2009,12,Pneumococcal,208
2009,12,Hepatitis A,6319
2009,12,Meningococcal,20804
2009,13,Hepatitis B,3269
2009,13,Diphtheria,14353
2009,13,Tetanus,14353
2009,13,Pertussis,12165
2009,13,Polio,1578
2009,13,Human Papilloma Virus,16815
2009,13,Varicella,9826
2009,13,Measles,1721
2009,13,Mumps,1713
2009,13,Rubella,1718
2009,13,Influenza,24203
2009,13,Rotavirus,0
2009,13,Hib,133
2009,13,Pneumococcal,189
2009,13,Hepatitis A,6732
2009,13,Meningococcal,14770
2009,14,Hepatitis B,3397
2009,14,Diphtheria,13380
2009,14,Tetanus,13380
2009,14,Pertussis,11087
2009,14,Polio,1733
2009,14,Human Papilloma Virus,16178
2009,14,Varicella,9956
2009,14,Measles,1808
2009,14,Mumps,1795
2009,14,Rubella,1804
2009,14,Influenza,23213
2009,14,Rotavirus,0
2009,14,Hib,175
2009,14,Pneumococcal,197
2009,14,Hepatitis A,8130
2009,14,Meningococcal,13946
2009,15,Hepatitis B,3562
2009,15,Diphtheria,11877
2009,15,Tetanus,11877
2009,15,Pertussis,9644
2009,15,Polio,1750
2009,15,Human Papilloma Virus,15574
2009,15,Varicella,8534
2009,15,Measles,1941
2009,15,Mumps,1932
2009,15,Rubella,1935
2009,15,Influenza,21674
2009,15,Rotavirus,0
2009,15,Hib,160
2009,15,Pneumococcal,176
2009,15,Hepatitis A,8227
2009,15,Meningococcal,12235
2009,16,Hepatitis B,3453
2009,16,Diphtheria,10930
2009,16,Tetanus,10930
